Week Of,Application ID,Event Name,Event Start Date,Event End Date,Event Type,Event Reg Type,Active Users
2016-02-08,8EDB5905-8C82-4669-A688-856865327A51,NCFC Annual Meeting,2016-02-10,2016-02-12,Conference (>2:1 session:exhibitor ratio),Open Reg Event,291
2016-02-08,28A2D60D-8C5D-4B2B-A76B-B33E953948A1,New Partners for Smart Growth Conference,2016-02-11,2016-02-13,Conference (>2:1 session:exhibitor ratio),Open Reg Event,652
2016-02-08,AF310B9B-E31C-4851-8E33-22C210CDAAF0,NRECA Annual Meeting 2016,2016-02-14,2016-02-17,Conference (>2:1 session:exhibitor ratio),Open Reg Event,2136
2016-02-08,BEA35425-596A-456E-874F-B8DE091670E9,OERS-CORE,2016-02-09,2016-02-11,Corporate Internal,Closed Reg Event,265
2016-02-08,14A7F265-11EC-4D06-BE23-6271E7F3C8F0,One JJMI NSTM 2016,2016-02-11,2016-02-13,Corporate Internal,Closed Reg Event,514
2016-02-08,B457D44A-1ADB-48A9-AAA8-6AEF439075EF,Open Day - 13 February 2016,2016-02-13,2016-02-13,Conference (>2:1 session:exhibitor ratio),Open Reg Event,216
2016-02-08,AC105DAA-9542-4225-985D-C486C5557A67,ProQuest Global Sales Meeting,2016-02-12,2016-02-13,Corporate Internal,Closed Reg Event,346
2016-02-08,C755DE39-D934-4B19-A508-5350E2D9E109,RSIDM 2016,2016-02-08,2016-02-10,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,267
2016-02-08,B9459B82-09B5-43F7-A730-C890DC882A8D,SaaStr Annual: From Impossible to Inevitable,2016-02-09,2016-02-11,,Open Reg Event,2823
2016-02-08,8345B065-3CC6-469E-AE3C-BD74E7E819F9,Senior Leadership Meeting,2016-02-10,2016-02-11,Corporate Internal,Closed Reg Event,53
2016-02-08,83F53AD1-9668-42D7-BB20-765E6ACB5763,SLC 2016 – Tacoma,2016-02-09,2016-02-09,Corporate Internal,Closed Reg Event,68
2016-02-08,EA3AE310-2235-4EBF-9816-5C2E866D38D5,Solutions Summit 2016,2016-02-08,2016-02-13,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,290
2016-02-08,7150F552-8BCC-4F3F-8DF0-7ECF747C3A10,TechMecca 2016,2016-02-11,2016-02-12,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,163
2016-02-08,3107479D-E21B-4FE5-9FBC-81C0CCFB2851,TUG Connects 2016,2016-02-14,2016-02-17,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,641
2016-02-08,5128DA33-722F-4A90-A3DB-ED3DE07BEFE7,UBM Anaheim,2016-02-09,2016-02-11,Expo (<2:1 session:exhibitor ratio),Open Reg Event,3145
2016-02-08,55C70678-EE4E-42BB-B951-B683E5B34027,United Way Fundraising for Impact Summit,2016-02-09,2016-02-11,Conference (>2:1 session:exhibitor ratio),Open Reg Event,349
2016-02-08,795C9A03-4E8D-468E-9D36-8F50264A987F,Veeva FY17 European Field Kickoff,2016-02-10,2016-02-12,Corporate Internal,Closed Reg Event,263
2016-02-08,900F02B6-0A74-4B86-B48C-20866A0DE53F,Visions,2016-02-08,2016-02-11,Corporate Internal,Closed Reg Event,254
2016-02-08,23D5C2D1-06C5-40C5-A16D-C09FF61A66B9,Vision Summit 2016,2016-02-10,2016-02-11,Conference (>2:1 session:exhibitor ratio),Open Reg Event,1253
2016-02-08,B38643CB-0F84-4349-9213-B2A622599430,Women in Advisory: RIA Leadership Summit,2016-02-10,2016-02-11,Corporate Internal,Closed Reg Event,20
2016-02-15,B83B73A6-F8B4-4927-907F-C93FC2A52391,2016 Annual Meat Conference,2016-02-21,2016-02-23,Conference (>2:1 session:exhibitor ratio),Open Reg Event,647
2016-02-15,0718CB5C-14D5-4235-AD0E-7AFC929B01FD,2016 Evolving Fiduciary Obligations / Ins Inv,2016-02-16,2016-02-16,Corporate External,Closed Reg Event,53
2016-02-15,71D7A2A3-1FE1-44AF-9996-3C399323A3B6,2016 Firm Retreat,2016-02-18,2016-02-20,Corporate Internal,Closed Reg Event,307
2016-02-15,74BF2D73-FD42-47B2-A11A-620548EBF3AE,2016 Honda Classic,2016-02-20,2016-02-25,Corporate Internal,Closed Reg Event,26
2016-02-15,2DFDECA1-4162-4B5A-94CE-061AE70FEEA5,2016 Management Meeting,2016-02-21,2016-02-24,Corporate Internal,Closed Reg Event,107
2016-02-15,9B9844F8-92F2-4BCD-8403-D507589E1675,2016 National Advisors Conference,2016-02-21,2016-02-24,Corporate Internal,Closed Reg Event,142
2016-02-15,C1925363-99AE-4708-B94C-B6A3C0CC01C0,2016 Washington Nonprofit Conference,2016-02-17,2016-02-19,Conference (>2:1 session:exhibitor ratio),Open Reg Event,198
2016-02-15,71782ED7-0011-4F68-9D6C-E2E3C7FD3C58,ADAPT,2016-02-21,2016-02-23,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,88
2016-02-15,FFD2B85E-3878-4907-9B0B-2208EA85278B,ASTE 2016,2016-02-20,2016-02-23,Conference (>2:1 session:exhibitor ratio),Open Reg Event,417
2016-02-15,B990434A-55EE-4903-8146-80CAE529318D,Asurion Sales Kick Off 2016,2016-02-15,2016-02-18,Corporate Internal,Closed Reg Event,329
2016-02-15,AD988CA5-1F90-4325-8241-BCBA1E9212FA,Baskin-Robbins Australia National Conference 2016,2016-02-16,2016-02-17,_Unknown,Closed Reg Event,42
2016-02-15,BF0B63F8-2C55-4A38-A810-7C1255600808,Big Understanding,2016-02-17,2016-02-18,Corporate External,Closed Reg Event,109
2016-02-15,E0D78BD0-A271-4A25-B3B8-1A6012FBC480,CannaCon 2016,2016-02-18,2016-02-20,Conference (>2:1 session:exhibitor ratio),Open Reg Event,1009
2016-02-15,4BDD9D21-11E9-479D-B1ED-7AE5F3174B00,Charlotte CIO Executive Leadership Summit,2016-02-16,2016-02-16,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,47
2016-02-15,EE4D5E77-A633-42E3-BFAB-E7334FEC4834,Chief Investment Officers Symposium 2016,2016-02-17,2016-02-19,Corporate External,Closed Reg Event,102
2016-02-15,B544221B-18FA-4699-A615-4AD9EFFD5A30,Cloudera FY'17 Sales Kickoff,2016-02-20,2016-02-26,Corporate Internal,Closed Reg Event,555
2016-02-15,671D27D8-BC8A-47D5-927E-68F2B6905651,CMB Leadership Academy - Week 2,2016-02-15,2016-02-19,Corporate Internal,Closed Reg Event,457
2016-02-15,FA2E8685-2E70-4FE5-BC5F-C7FC75B69068,Elastic{ON} 16,2016-02-17,2016-02-19,Conference (>2:1 session:exhibitor ratio),Open Reg Event,1591
2016-02-15,D493E271-717A-429C-B6E4-BBC03BB89F23,Emery Sapp & Sons,2016-02-17,2016-02-19,Corporate Internal,Closed Reg Event,329
2016-02-15,E654715D-4C75-46F6-A4A6-1DA2C8F51B5D,Equipment Management Conference & Exhibition 2016,2016-02-21,2016-02-23,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,190
2016-02-15,F6A3F001-57E8-4ADE-9CAB-722EB5BBA1D5,Full Throttle 2/16/16,2016-02-16,2016-02-16,Corporate Internal,Closed Reg Event,462
2016-02-15,C48F4AD2-449B-4EC0-8716-7CA937087E2E,Global Sales Meeting 2016,2016-02-15,2016-02-18,Corporate External,Closed Reg Event,870
2016-02-15,645106AC-4D15-499E-918C-477BFF40DA8F,Governmental Affairs Conference,2016-02-21,2016-02-25,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,2180
2016-02-15,CE7263A0-9976-4A70-A638-AD6875B68509,Graz You Wish,2016-02-19,2016-02-21,_Unknown,Closed Reg Event,70
2016-02-15,7ABD2EA3-E873-4C8B-ADC3-0FD7E992FA15,HouseCalls Summit 2016,2016-02-21,2016-02-27,Corporate External,Closed Reg Event,1084
2016-02-15,EA14D7B6-CEA7-4FC8-8AB9-EE090D0930A7,J&J Demo,2016-02-15,2016-02-29,_Unknown,Closed Reg Event,96
2016-02-15,7B222E87-EA1F-49A7-B9E6-9AC222636DD4,Jump Start 2/15/16,2016-02-15,2016-02-15,Corporate Internal,Closed Reg Event,29
2016-02-15,59155DA8-1F5B-46C6-AF5D-B73BE02FFBBB,MAS/Texas Winter Congress,2016-02-19,2016-02-21,_Unknown,Closed Reg Event,788
2016-02-15,490495C1-E347-47BF-8FCD-24F4A3819677,Mentor Graphics Sales Kickoff FY 2017,2016-02-15,2016-02-17,Corporate Internal,Closed Reg Event,1162
2016-02-15,4696E77F-AA28-477B-93E8-9F0D9B14BDA5,Molson Coors GLC 2016,2016-02-16,2016-02-18,Corporate Internal,Closed Reg Event,130
2016-02-15,8840C32E-EB87-4418-88BF-E98560AF49F5,NACo Legislative Conference 2016,2016-02-20,2016-02-24,Conference (>2:1 session:exhibitor ratio),Open Reg Event,628
2016-02-15,359077ED-6562-4D46-B60E-4F90780BA5EB,NERO 2016 Sales Kick Off,2016-02-18,2016-02-19,Corporate Internal,Closed Reg Event,184
2016-02-15,6508FFAB-568D-4193-95D4-AD83A35B39AF,NFL Scouting Combine,2016-02-21,2016-02-28,_Unknown,Closed Reg Event,272
2016-02-15,E5C8D0D5-B111-476D-8BFF-5FB3F6D189A2,NorCal Winter Congress,2016-02-19,2016-02-21,_Unknown,Closed Reg Event,292
2016-02-15,83FE26A7-82E7-4780-935F-CD9080AC848F,NRECA TechAdvantage 2016 Conference,2016-02-15,2016-02-18,Conference (>2:1 session:exhibitor ratio),Open Reg Event,954
2016-02-15,9176830A-D043-4114-A857-753E0409588D,RIE 2016 ZindaDilli,2016-02-18,2016-02-21,Corporate External,Closed Reg Event,670
2016-02-15,38183E67-D8D5-4B2A-A0EF-9C4856DE60B0,Routes Americas 2016,2016-02-17,2016-02-19,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,321
2016-02-15,5C102DFE-7B2B-4B62-8816-CEBD3F7109CD,SAPinsider HANA 2016,2016-02-15,2016-02-18,Expo (<2:1 session:exhibitor ratio),Open Reg Event,39
2016-02-15,119DE3AC-50EA-49DE-B77E-C5CD112490F8,Shoulder,2016-02-19,2016-02-21,Conference (>2:1 session:exhibitor ratio),Open Reg Event,61
2016-02-15,9222CA6A-AEC2-4BA3-86F7-73B777E2FD32,SLC 2016 – Atlanta,2016-02-15,2016-02-17,Corporate Internal,Closed Reg Event,304
2016-02-15,8FFA1446-04AE-4240-977D-BA74E7E61D0E,SoCal Winter Congress,2016-02-20,2016-02-21,_Unknown,Closed Reg Event,640
2016-02-15,B621BDE1-8B0E-44B0-87B5-BCF3A6737190,Splunk FY'17 Global Partners Summit,2016-02-21,2016-02-23,Corporate External,Closed Reg Event,282
2016-02-15,F615446D-B55A-4B36-9E5E-1C3225E7D682,Splunk FY'17 SKO,2016-02-21,2016-02-25,Corporate Internal,Closed Reg Event,1341
2016-02-15,52960E06-2A97-4A09-BC6C-0FA7FF0FBB60,Stream India 2016,2016-02-17,2016-02-20,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,157
2016-02-15,5D8B5B83-B102-4A3B-B57E-9A99EE509417,Winshuttle User Group Conference 2016,2016-02-16,2016-02-19,Corporate Internal,Closed Reg Event,299
2016-02-15,98963E7F-8D28-4A22-82EF-F2C542384D6B,Wolters Kluwer Tax & Accounting Sales Kickoff,2016-02-17,2016-02-19,Corporate Internal,Closed Reg Event,374
2016-02-22,7CB9EFB7-32D7-43EB-AD19-6261EC05EFB2,2016 CIO Management Roundtable,2016-02-25,2016-02-26,Corporate External,Closed Reg Event,45
2016-02-22,9D4F1DB3-A99E-44EE-931F-8F5DF9998E57,2016 Colorado Charter Schools Conference,2016-02-25,2016-02-27,Conference (>2:1 session:exhibitor ratio),Open Reg Event,376
2016-02-22,7166DEB3-0C60-4063-88A0-979BB67DCA5F,2016 Convenience Retailing University,2016-02-22,2016-02-26,Corporate Internal,Closed Reg Event,195
2016-02-22,628301AE-999F-4453-A140-43C3F9B7FDA8,2016 Global Real Assets Investment Forum,2016-02-24,2016-02-25,Corporate External,Closed Reg Event,83
2016-02-22,31C58CDC-2FDD-4860-9251-F51422300185,2016 Healthcare Conference,2016-02-23,2016-02-24,Corporate Internal,Closed Reg Event,70
2016-02-22,C567DFB4-B221-4299-AC21-629CC4ED7C47,2016 IT Leaders Summit,2016-02-22,2016-02-24,Corporate Internal,Closed Reg Event,310
2016-02-22,9C4F3610-827E-4E04-95D3-83E6A518489A,2016 Leadership Conference,2016-02-22,2016-02-24,Corporate Internal,Closed Reg Event,313
2016-02-22,B120AE83-39C1-4876-9E34-6711E3B1EFBF,2016 Legal Forum WInter Roundtable,2016-02-23,2016-02-24,Corporate External,Closed Reg Event,46
2016-02-22,37E22B3D-62F6-43F5-A814-A1AB141439D2,2016 Middle East Gov Funds RT,2016-02-23,2016-02-24,Corporate External,Closed Reg Event,84
2016-02-22,104E428B-C0B8-41CD-A35A-00294F369FBE,2016 North American Rental Summit,2016-02-23,2016-02-25,Corporate Internal,Closed Reg Event,201
2016-02-22,17A738B4-4CF5-4876-ACD7-12E6B4D6B330,2016 Procurement Leaders Conference,2016-02-22,2016-02-26,Corporate Internal,Closed Reg Event,97
2016-02-22,E977DF35-56C0-4201-A2F7-5371125CEFCD,2016 Technology Convergence Conference,2016-02-26,2016-02-26,Corporate Internal,Open Reg Event,65
2016-02-22,66F5F2B3-E4D2-42E8-9FDC-2469DFD4B341,2016 Winter Roundtable in Los Angeles,2016-02-24,2016-02-26,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,110
2016-02-22,08C7FB6F-FB1F-457F-AD42-F944090D92E2,2016 Wrigley Sales Conference,2016-02-23,2016-02-26,_Unknown,Closed Reg Event,143
2016-02-22,1145A581-CD93-4F85-B45C-8EEE29AB1D55,ABA Wealth Management and Trust Conference,2016-02-28,2016-03-01,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,403
2016-02-22,E0EAD28B-FCED-44B3-A1A6-60B92D499D29,ABS Vegas 2016,2016-02-28,2016-03-02,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,1294
2016-02-22,A5A86CBB-EE3C-4C5A-A8D2-A70B63A8341C,AC2016,2016-02-28,2016-03-01,Corporate Internal,Closed Reg Event,507
2016-02-22,A878D766-8FEC-4BDC-A85A-537EDC49D808,Antimicrobials 2016,2016-02-25,2016-02-27,Conference (>2:1 session:exhibitor ratio),Open Reg Event,322
2016-02-22,449F437A-FDB7-4E7E-AEEF-97C13425255B,AVF 28th Annual Meeting,2016-02-23,2016-02-26,Corporate External,Open Reg Event,338
2016-02-22,0A90BBDF-16A2-45B7-B7B5-9CE46CC2E659,Bank Operations & Management Summit,2016-02-23,2016-02-24,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,133
2016-02-22,24A6C651-5B84-4726-BBCE-DFB0D5E0BF5F,Blackwoods 2016 Sales Conference,2016-02-23,2016-02-25,Corporate Internal,Closed Reg Event,252
2016-02-22,8C1CFD10-1759-4629-BBDE-683BA2BB07FD,CalABA 34th Annual Conference,2016-02-26,2016-02-28,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,1848
2016-02-22,D37EB4DF-C963-4849-8D06-87A8FDEA58DB,CCO Connect,2016-02-22,2016-02-24,Corporate External,Open Reg Event,84
2016-02-22,7E82FA29-B707-42DA-88D6-979F702FEF95,CIS Annual Conference,2016-02-24,2016-02-26,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,201
2016-02-22,72F0930F-5D96-4666-B508-52C381EFA82B,CIT Asia/China/India 2016,2016-02-28,2016-03-02,Corporate Internal,Closed Reg Event,523
2016-02-22,56846327-39E3-44E2-80DF-A0668FAA1F1A,D&I Conference 2016,2016-02-24,2016-02-26,Corporate Internal,Closed Reg Event,195
2016-02-22,24F8B74A-E2B6-4E14-BA9D-675895A89E5A,Distribution Conference,2016-02-24,2016-02-26,Corporate External,Closed Reg Event,320
2016-02-22,3BB969FC-6D6E-4E38-AC01-CD62B1F67994,DSS Global Sales Kick­Off,2016-02-23,2016-02-25,Conference (>2:1 session:exhibitor ratio),Open Reg Event,658
2016-02-22,7972531A-96A4-42CD-8114-B9F24544575C,EDGE User Conference 2016,2016-02-25,2016-02-27,Corporate Internal,Closed Reg Event,606
2016-02-22,ECC12C4D-E485-423B-A4A3-5175B8450013,Factor Investing Symposium,2016-02-24,2016-02-24,Corporate Internal,Closed Reg Event,62
2016-02-22,3D6E0C08-9982-4299-BE34-80B26F398AF4,Focus 2016,2016-02-24,2016-02-26,Corporate External,Closed Reg Event,547
2016-02-22,92ACAEFE-4DD6-4F0D-8B84-08BEA900E011,GILA 2016 - MAKE IT HAPPEN,2016-02-22,2016-02-26,_Unknown,Closed Reg Event,286
2016-02-22,017843A4-D9DB-4906-A18E-171AEFC8E9AA,GM/Chef Conference 2016,2016-02-22,2016-02-25,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,307
2016-02-22,E67409E7-132C-4CDF-862E-76DF1A987E4C,Hackathon 3.0,2016-02-22,2016-02-28,Corporate Internal,Closed Reg Event,442
2016-02-22,5137580C-FCCB-4C68-AEDB-6F46F9C0E395,HBS Africa Business Conference 2016,2016-02-26,2016-02-28,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,989
2016-02-22,6EC1C883-B02E-4845-8CA0-59622B8B440C,Integrative Healthcare Symposium,2016-02-24,2016-02-27,Expo (<2:1 session:exhibitor ratio),Closed Reg Event,602
2016-02-22,B8EC056B-FCE7-4D7A-88AB-34E3A1C4785E,Jump Start 2/22/16,2016-02-22,2016-02-22,Corporate Internal,Closed Reg Event,29
2016-02-22,05711853-1FE3-427F-8B69-1DEFDE109C88,Kickoff BMS 2016,2016-02-22,2016-02-26,Corporate Internal,Closed Reg Event,205
2016-02-22,30F58AEC-E6D3-4547-8D3A-B0F8B30D98BD,KI Pocket Agenda,2016-02-25,2016-02-28,Corporate External,Closed Reg Event,231
2016-02-22,6B2AA8DF-CA1F-4ED7-898E-DE0912E63121,Leadership Forum,2016-02-23,2016-02-24,Corporate Internal,Closed Reg Event,254
2016-02-22,6CA8303E-5C9A-4408-8F38-1D94EE2DB554,Learning Consortium Conference 2016,2016-02-22,2016-02-25,Corporate Internal,Closed Reg Event,121
2016-02-22,30DA6428-7352-4083-8789-7106E04B6A96,Lesbians Who Tech 2016 San Francisco Summit,2016-02-25,2016-02-28,Conference (>2:1 session:exhibitor ratio),Open Reg Event,1062
2016-02-22,FFC12308-8D90-4086-A698-2EB32A1C88DA,Make the 5HIFT,2016-02-28,2016-03-02,Corporate Internal,Closed Reg Event,374
2016-02-22,B66F4E9A-B0B4-405B-898F-F32A43BC59E1,Manning Centre Conference 2016,2016-02-25,2016-02-27,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,247
2016-02-22,100C5D66-991A-4993-B186-A79274A66CEB,MarketingSherpa Summit 2016,2016-02-22,2016-02-24,Conference (>2:1 session:exhibitor ratio),Open Reg Event,494
2016-02-22,52C5EF32-8B32-4734-9FD1-4A9C2F3491DE,Media360Summit,2016-02-25,2016-02-25,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,150
2016-02-22,D159D9DE-FE56-40FF-8E36-34DB6F067F34,MOSES Organic Farming Conference 2016,2016-02-25,2016-02-27,Expo (<2:1 session:exhibitor ratio),Open Reg Event,745
2016-02-22,88D69D55-3252-4833-BA62-34B6A2EC7F33,NES Winter Congress,2016-02-26,2016-02-28,_Unknown,Closed Reg Event,507
2016-02-22,7EF06E7F-7A36-4CBD-8BAE-7C36AC0D73A0,Never Settle – POA1,2016-02-22,2016-02-24,Corporate Internal,Closed Reg Event,459
2016-02-22,976AC8EF-5334-4178-9266-9E92FBD53FA6,NFS Awards 2016,2016-02-28,2016-03-02,Corporate Internal,Closed Reg Event,185
2016-02-22,511210CE-DEA7-4D0B-97FD-58CA98149A2E,Nielsen U.S. Media Sales Summit,2016-02-22,2016-02-25,Corporate Internal,Closed Reg Event,320
2016-02-22,839F94E8-BBFA-4AF0-AD34-C4FE9C0CF624,OpenText Innovation Tour 2016,2016-02-23,2016-02-25,Corporate Internal,Closed Reg Event,127
2016-02-22,8E1FC491-A884-4EF3-B3A2-FB6C7DA3B6EE,OpenText Innovation Tour 2016 - Tokyo,2016-02-25,2016-02-25,Corporate Internal,Closed Reg Event,28
2016-02-22,5FE8B7CC-7913-4A4A-89F8-B7E3D9FA4BAE,Parking Industry Exhibition 2016,2016-02-28,2016-03-02,Expo (<2:1 session:exhibitor ratio),Closed Reg Event,310
2016-02-22,DDCD4E8D-B0EE-4042-924E-C40C2C765ECE,Proclaim 16,2016-02-22,2016-02-26,Expo (<2:1 session:exhibitor ratio),Closed Reg Event,818
2016-02-22,2CCE755E-76BA-4A3B-8EDB-896369862656,RampUp 2016,2016-02-22,2016-02-23,Corporate External,Open Reg Event,1092
2016-02-22,18206FF0-1889-479B-B098-32A55C46AC15,Retail Excellence Summit,2016-02-22,2016-02-25,Corporate External,Closed Reg Event,250
2016-02-22,99B806F2-9E9A-47D0-8738-36821E7FB995,RPPTL Feb. 2016 Meetings,2016-02-24,2016-02-28,Conference (>2:1 session:exhibitor ratio),Open Reg Event,170
2016-02-22,848882EE-10C0-4CA2-BA75-BA8CA8FC4E6F,SAPinsider HR 2016,2016-02-22,2016-02-25,Expo (<2:1 session:exhibitor ratio),Open Reg Event,14
2016-02-22,B813BEFC-CB62-4E60-B6CB-50DEFAC62ABE,SECO 2016,2016-02-24,2016-02-28,Conference (>2:1 session:exhibitor ratio),Open Reg Event,1678
2016-02-22,3BDF0850-37DB-4F09-9AD4-E4CCDD898884,SLC 2016 – Chicago,2016-02-24,2016-02-26,Corporate Internal,Closed Reg Event,272
2016-02-22,42E566FB-E088-4B71-B6FD-D463E5C1CEB7,TPM Conference 2016,2016-02-28,2016-03-02,Expo (<2:1 session:exhibitor ratio),Open Reg Event,947
2016-02-22,657EE11B-31B0-43D6-BF0A-13854258AA1D,UK Customer Advisory Board 2016,2016-02-23,2016-02-28,Corporate Internal,Closed Reg Event,60
2016-02-22,C57CF5A9-20EE-4806-B456-7EBAADC90023,Underwater Intervention 2016,2016-02-23,2016-02-25,Conference (>2:1 session:exhibitor ratio),Open Reg Event,254
2016-02-22,30C15E69-635C-4F73-A197-0AC8D5076FE5,Workshop at ABB,2016-02-25,2016-02-25,Corporate Internal,Closed Reg Event,154
2016-02-29,D81E33BB-8514-4358-BE2F-71F6D73BDCCB,Annual Leadership Meeting 2016,2016-02-29,2016-03-02,Corporate Internal,Closed Reg Event,1041
2016-02-29,EC65E892-A2F1-4566-A996-3A7546546DDB,Building Better Income Portfolios,2016-02-29,2016-03-02,Corporate Internal,Closed Reg Event,48
2016-02-29,910F9981-A422-40D7-B18C-C3A550FF81F2,CIO Roundtable 2016,2016-03-02,2016-03-02,Corporate External,Closed Reg Event,26
2016-02-29,5660DBDB-B5D7-428F-9BC0-EA0E2C694ACF,Digifest 2016,2016-03-02,2016-03-02,Corporate Internal,Closed Reg Event,457
2016-02-29,C217D7E0-4753-489F-86CD-7247A3EF8BFE,Group Leaders Virtual Summit,2016-03-02,2016-03-02,_Unknown,Closed Reg Event,76
2016-02-29,A0260829-ED43-4A89-BF2D-3BD7D8BD27EB,Houston CIO Executive Leadership Summit,2016-03-02,2016-03-02,_Unknown,Closed Reg Event,31
2016-02-29,DB0782FC-566F-42F9-95FB-03B20A3485F9,Intel HR Summit,2016-02-29,2016-03-02,Corporate Internal,Closed Reg Event,133
2016-02-29,611F9EF0-A2F6-4317-9615-5FEBA3AC8959,Investment Days,2016-02-29,2016-03-02,_Unknown,Closed Reg Event,424
2016-02-29,8E125383-F0B8-4149-B34F-A5F6B481B00A,iShares Connect 2016,2016-02-29,2016-03-01,Corporate Internal,Closed Reg Event,171
2016-02-29,712B7012-B3FA-48AB-B934-F1D471A52E83,Jump Start 2/29/16,2016-02-29,2016-02-29,Corporate Internal,Closed Reg Event,43
2016-02-29,F5CEF987-CA41-4499-8CAA-07448AA7F0C6,New Work Summit,2016-02-29,2016-03-01,Conference (>2:1 session:exhibitor ratio),Closed Reg Event,153
2016-02-29,FF08970F-CC39-4FDA-AE19-A59C5C610C9A,WhiskyFest Washington DC,2016-03-02,2016-03-02,Conference (>2:1 session:exhibitor ratio),Open Reg Event,113
2016-02-29,C06C6492-408E-4DCC-92C7-D84527CD9145,Women In Insurance,2016-03-02,2016-03-02,Corporate External,Closed Reg Event,26
