Week Of,Application ID,Event Name,Event Start Date,Event End Date,Users,Active Users,Adoption %
2016-01-18,FC6A7452-2764-425B-8657-6CD45C6E91EF,VZ Great Lakes KO Pittsburgh AM,2016-01-22,2016-01-23,663,329,0.49622926093514328808
2016-01-18,797E4C9A-DD35-42C3-BF74-F54E50338EE3,VZ Great Lakes KO Pittsburgh PM,2016-01-22,2016-01-23,0,97,
2016-01-25,1586D3ED-A856-4E99-AD56-D84D3245CF6F,2016 Annual Legatus Summit,2016-01-28,2016-01-30,470,243,0.51489361702127659574
2016-01-25,BBE416A9-C8EC-402E-B7DC-7A6772310443,2016 Annual Meeting,2016-01-25,2016-01-28,338,335,0.98816568047337278107
2016-01-25,44C0E219-D0E7-4DE0-B78A-580A350A0238,2016 EIS Supplier Fair,2016-01-30,2016-02-03,441,351,0.78004535147392290249
2016-01-25,5DABB9E6-C0EE-4930-A35D-8F056C540B8D,2016 Global Sales Kickoff,2016-01-31,2016-02-04,612,536,0.87581699346405228758
2016-01-25,BE5D6648-1846-4EEA-8075-01F7FD0CFEBA,2016 GSKO,2016-01-25,2016-01-29,800,744,0.92250000000000000000
2016-01-25,042E7E18-8205-41C4-80B8-79584250091F,2016 Mobile Sales Force Leaders Conference,2016-01-31,2016-02-03,136,81,0.58088235294117647059
2016-01-25,A5F7CA90-15DA-412F-95C8-5BEA27ED6A1E,2016 MSF,2016-01-31,2016-02-03,134,29,0.21641791044776119403
2016-01-25,9B45243E-1E1F-41F8-AFE2-CA605AB8EB49,2016 Nationwide Sales Meeting,2016-01-25,2016-01-28,1055,1050,0.98104265402843601896
2016-01-25,A378FFCD-27E3-489A-A7E2-292D809E827A,2016 Risk & Liquidity,2016-01-27,2016-01-28,138,105,0.75362318840579710145
2016-01-25,C5D9952C-C05D-47CB-8EF1-519BA3BE657A,2016 Sales & Marketing Meeting,2016-01-25,2016-01-29,453,183,0.40397350993377483444
2016-01-25,EEEB2B25-51FF-4EE0-AA5C-2A5F5DA4AAC8,2016 UHC National Consultant Forum,2016-01-27,2016-01-28,76,63,0.75000000000000000000
2016-01-25,2994C3C4-07D4-4EE4-AE76-0346FFAA3595,Advisor Insight 2016,2016-01-30,2016-02-04,1164,722,0.61426116838487972509
2016-01-25,35B1DAFF-48C9-4533-8E27-28027E62EB41,ALS - 2016,2016-01-31,2016-02-04,299,194,0.64882943143812709030
2016-01-25,BAC70D44-4B3C-4655-8BBB-161EC35BE5E7,Apéritif pour les banques Genève 2016,2016-01-28,2016-01-28,156,57,0.34615384615384615385
2016-01-25,699E8BE0-0D9C-46C6-8F54-52AF6491CD6E,Applied Sales Kickoff 2016,2016-01-25,2016-01-27,159,152,0.94339622641509433962
2016-01-25,B12174D2-E2E9-4633-A8D4-51BBEF25C603,Bankenapéro 2016 St. Gallen,2016-01-25,2016-01-25,135,75,0.54814814814814814815
2016-01-25,AD400C13-4364-427F-A996-4910082BCD1C,Call Center Week Winter,2016-01-26,2016-01-29,223,70,0.31390134529147982063
2016-01-25,6DDC2184-7687-4F06-8852-31EB12A3A806,Central Florida Emerging Trends,2016-01-28,2016-01-29,193,46,0.23834196891191709845
2016-01-25,8CBF4A21-72F0-41BF-9B81-603AEF08EB59,CIO Summit of America,2016-01-26,2016-01-26,455,177,0.38901098901098901099
2016-01-25,2F0C0E8A-2CDD-4626-B7D2-325A9E4DE15B,Comfy Chair,2016-01-25,2016-01-26,303,280,0.92079207920792079208
2016-01-25,2791D0F0-35D9-46B2-9D08-1DD6A9B6F585,CORE POWER Leadership Forum,2016-01-25,2016-01-28,337,313,0.92284866468842729970
2016-01-25,0541E386-4570-4155-9269-484BC962F3F1,CP Global Legal Meeting,2016-01-31,2016-02-10,164,163,0.95731707317073170732
2016-01-25,3A86F0DF-B2B5-4D1E-8C16-05AE3C31F7D6,CRH Management Seminar 2016,2016-01-26,2016-01-28,248,281,0.97580645161290322581
2016-01-25,7B2B8812-C929-439D-8F9C-3429AF0A2ADD,Culturati Summit,2016-01-31,2016-02-01,174,147,0.84482758620689655172
2016-01-25,1F42C88F-4B93-4F0C-B396-40930DB2145B,DeRoyal Annual Meeting,2016-01-31,2016-02-04,143,136,0.94405594405594405594
2016-01-25,D8FF47E1-0E81-4ADD-A455-5B010BCD089A,EPLS FY16,2016-01-25,2016-01-26,354,321,0.82485875706214689266
2016-01-25,253A17EF-7343-465C-85B8-B107E34648A5,EVP 2016,2016-01-27,2016-01-27,653,111,0.16845329249617151608
2016-01-25,EDB7ECE5-F795-4C61-9292-5EE471BE1B3B,Face 2 Face 2016,2016-01-31,2016-02-05,64,60,0.92187500000000000000
2016-01-25,7162FFAB-73B9-49CA-954E-24FD112735A9,GCiNA Leadership Team Meeting,2016-01-25,2016-01-27,130,136,0.93076923076923076923
2016-01-25,505CBB27-CC3D-42DB-B2C5-67C7C11D6C6C,Global Sales Kickoff 2016,2016-01-25,2016-01-27,4160,3185,0.75961538461538461538
2016-01-25,D7B9B116-5E14-47E5-847F-9248BBB969A8,HAVI Strategic Alignment Meeting,2016-01-25,2016-01-29,110,106,0.94545454545454545455
2016-01-25,835E1485-558E-4A9F-9F43-78B1F26303DE,Ignite 2016,2016-01-25,2016-01-28,981,963,0.97043832823649337411
2016-01-25,8A7375BB-907D-4345-9BB1-A275CE4CF1CB,Imprivata Kickoff 2016,2016-01-25,2016-01-29,483,422,0.87370600414078674948
2016-01-25,603F6D13-3DC5-4A7A-88AD-B6760CB298E2,Intel 360 2016,2016-01-31,2016-02-03,5036,3941,0.77998411437648927720
2016-01-25,87D67A59-49B1-4095-8287-7923E1150DF8,Jump Start 1/25/16,2016-01-25,2016-01-25,42,29,0.69047619047619047619
2016-01-25,F0F933C6-E0F2-4912-BD33-478C1B5BAAA1,NextGear Capital: Accelerate 2016,2016-01-30,2016-02-03,467,429,0.91434689507494646681
2016-01-25,CB6FBB72-406A-4597-8AB5-B625A5A4B690,Nimble Storage Sales Kickoff FY17,2016-01-31,2016-02-04,621,525,0.84541062801932367150
2016-01-25,D5C091FD-C564-4C70-868E-31F38F62029F,NLC 2016,2016-01-31,2016-02-03,552,316,0.57065217391304347826
2016-01-25,5406CDFC-1FB9-4EA3-BB21-CBD3BE1A2DB0,Paul Mitchell Schools Caper 2016,2016-01-31,2016-02-02,2616,2240,0.85626911314984709480
2016-01-25,C60F5781-2E71-4152-BF74-F8E9F5A72A73,Pharmacovigilance & Risk Management 2016,2016-01-25,2016-01-27,410,174,0.41707317073170731707
2016-01-25,067A0E6C-56A1-4E3A-A753-A018AC970761,ReThink Global,2016-01-26,2016-01-29,256,216,0.79296875000000000000
2016-01-25,C3EB9600-3F56-4914-AC77-C89F950BCC6B,SAP S-KOM LAC,2016-01-31,2016-02-02,209,174,0.83253588516746411483
2016-01-25,AF3EB08B-97EC-42E8-B697-6A8041107E52,SHI Kickoff 2016,2016-01-25,2016-01-27,1164,670,0.57560137457044673540
2016-01-25,289E01F1-D715-438D-8E29-FB68ED269857,Telit IoT Innovation,2016-01-28,2016-01-28,293,106,0.35494880546075085324
2016-01-25,DE65764A-5F90-400D-A91E-C3D0DC750213,Transitions Academy,2016-01-28,2016-02-07,510,416,0.81372549019607843137
2016-01-25,6BB9F2B6-7E20-4AAF-8C1D-8AC5F799C5EA,US Wealth Advisory Sales Meeting,2016-01-25,2016-01-28,577,548,0.94627383015597920277
2016-01-25,8D2CD6A3-2300-4130-95B2-C37EEFC000A0,Veeva FY17 North America Field Kickoff,2016-01-27,2016-01-29,477,466,0.96016771488469601677
2016-01-25,01493548-7A4A-4659-B8D5-36AB69B65EA8,Vision Care National Sales Meeting,2016-01-25,2016-01-29,524,460,0.87595419847328244275
2016-01-25,616A8EB0-3E62-4BD9-BE16-08865F0E9264,VZ Great Lakes KO Chicago South AM,2016-01-28,2016-01-29,500,261,0.52200000000000000000
2016-01-25,0119AEC2-45E7-4D74-ADBF-0609982EFB86,VZ Great Lakes KO Chicago South PM,2016-01-28,2016-01-29,327,186,0.56880733944954128440
2016-01-25,C166883A-2C8F-4964-9A11-7F988DF04E27,VZ Great Lakes KO Indianapolis AM,2016-01-25,2016-01-26,248,171,0.68951612903225806452
2016-01-25,BF16DBC5-3660-4B2B-8DDE-C779475E3F31,VZ Great Lakes KO Indianapolis PM,2016-01-25,2016-01-26,316,213,0.67405063291139240506
2016-02-01,CF682152-5873-4E28-AF19-11D354EDB03F,2016 ANA Brand Masters Conference,2016-02-03,2016-02-05,474,176,0.37130801687763713080
2016-02-01,69EFD328-8027-42CF-AEBD-0F5EF98D7076,2016 ARD Business National Sales Meeting,2016-02-01,2016-02-05,529,448,0.84499054820415879017
2016-02-01,211AC7D5-8886-48C9-A677-F5FCBBB1CAF7,2016 National Pharmaceutical Meeting,2016-02-01,2016-02-05,643,572,0.88646967340590979782
2016-02-01,EB15D219-A6C2-4F02-855A-682F3CF5BF23,2016 North America NB Store Managers Meeting,2016-02-01,2016-02-04,148,106,0.71621621621621621622
2016-02-01,F54352A7-489D-4E4F-B0F9-E2D986439627,2016 TransUnion Sales Meeting,2016-02-01,2016-02-04,472,459,0.96398305084745762712
2016-02-01,D6B42311-F1E3-4D13-A965-F2810BA2EB33,Accelerate 2016,2016-02-07,2016-02-12,913,832,0.90799561883899233297
2016-02-01,B7A84B13-4728-4A9E-B84F-C692A5A772C6,Acura TravelHQ,2016-02-01,2016-02-03,1,1,1.00000000000000000000
2016-02-01,8FDD3E18-68DB-4AC8-B1ED-52A21FBAB701,Addiction Professional,2016-02-04,2016-02-05,180,63,0.35000000000000000000
2016-02-01,2CDB27D4-DB96-4397-8632-EF9557D048D8,Annual Leadership Conference 2016,2016-02-04,2016-02-04,486,330,0.67901234567901234568
2016-02-01,E159302A-E45C-4045-9EF7-43056BE0F092,Branded Content Event 2016,2016-02-04,2016-02-04,574,164,0.28571428571428571429
2016-02-01,19613FA8-E4A0-4927-BE59-AF89989153AE,C4L - Together We Win,2016-02-07,2016-02-09,466,430,0.91416309012875536481
2016-02-01,8566BA08-F3D2-40EC-B548-3EEFC67824A0,CIT Europe 2016,2016-02-01,2016-02-03,614,281,0.45765472312703583062
2016-02-01,7FC9D666-7FFA-4908-8DFC-752C36C6993C,CMB Leadership Academy - Week 1,2016-02-07,2016-02-12,538,468,0.86245353159851301115
2016-02-01,FC703200-0EFC-4167-8577-FB513D2DC59A,Connect by Search Engine Watch,2016-02-04,2016-02-05,424,258,0.60613207547169811321
2016-02-01,28D75A87-3320-4B03-90F7-C19C7B30B1CA,European Pensions Symposium 2016,2016-02-03,2016-02-05,204,150,0.72549019607843137255
2016-02-01,6BC12716-BC7E-4F1E-B05E-A70110A5D029,GNP Kick-off 2016,2016-02-07,2016-02-09,134,104,0.77611940298507462687
2016-02-01,0AB75F69-1D6F-4A3E-8556-7F42257DDA22,GOED Exchange 2016,2016-02-02,2016-02-04,202,151,0.74257425742574257426
2016-02-01,0296F1DB-0505-4F01-B51C-BE7FCF94D34B,GPM 2016,2016-02-04,2016-02-05,498,310,0.61646586345381526104
2016-02-01,9E59DA43-5A40-48F5-90B5-C32880763609,Grainger Show 2016,2016-02-07,2016-02-12,13551,6321,0.46586967751457457014
2016-02-01,6D58B5FA-00B7-4C6B-BCDE-4699E72487DD,Innovation Outreach Program-Los Angeles 2016,2016-02-01,2016-02-03,41,16,0.36585365853658536585
2016-02-01,145DA65F-569E-41BC-904A-422C3E648254,Interagency Community Reinvestment Conference,2016-02-07,2016-02-10,1198,809,0.67529215358931552588
2016-02-01,92C28356-457B-4A58-B617-BF247E0D2508,Jump Start 2/1/16,2016-02-01,2016-02-01,162,135,0.83333333333333333333
2016-02-01,73DF2900-A3AB-4CBB-A170-9FDCC0FD26DE,Life of a Transformer Seminar,2016-02-01,2016-02-05,672,280,0.41517857142857142857
2016-02-01,EFC8A4D2-9E04-4189-A005-B1A37D848546,London Affiliate Conference 2016,2016-02-04,2016-02-07,4129,685,0.16541535480745943328
2016-02-01,D0639C41-8A94-43D8-9313-073CDDF9CBC6,MCS All Hands 2016,2016-02-07,2016-02-12,263,168,0.62737642585551330798
2016-02-01,C44DFDFF-409F-48F0-A9E4-2DB87A6F6612,MEOPeer 2016,2016-02-01,2016-02-04,83,83,0.91566265060240963855
2016-02-01,CD97E93D-FBDF-41A4-B7F5-66A7EA0EC825,MKOM 2016,2016-02-02,2016-02-04,545,367,0.67339449541284403670
2016-02-01,805E7D4C-C6A2-4F89-A9F2-8D57384EC28B,NET2016,2016-02-02,2016-02-04,381,369,0.74015748031496062992
2016-02-01,F13D9631-7F27-4C80-9166-44AC202D48A0,NSSM 2016,2016-02-07,2016-02-12,7383,3480,0.47135310849248273060
2016-02-01,E921D8EC-99DF-4C2B-82BE-09A5E4087D76,Phoenix CIO Executive Leadership Summit,2016-02-04,2016-02-04,240,97,0.40000000000000000000
2016-02-01,4A259FF0-0A47-4FCA-96DE-25DA1B38B186,Plex 2016 GTM Kick-off,2016-02-03,2016-02-04,218,187,0.84862385321100917431
2016-02-01,BE134D64-5F41-49D6-864C-C97264D6C817,PNW Winter Congress,2016-02-06,2016-02-07,361,285,0.78393351800554016620
2016-02-01,946447D4-24B6-400E-8559-3EF9C8399B51,Policy Institute 2016,2016-02-01,2016-02-04,478,260,0.54393305439330543933
2016-02-01,D26FBDA3-E541-4A9F-81D4-95A3F8165D98,Praluent® Global Affiliate Meeting,2016-02-02,2016-02-03,218,166,0.75688073394495412844
2016-02-01,108F53DB-CB70-4B8E-8307-2437C88FFD87,PwC's Themenabend Banken  Zürich 2016,2016-02-02,2016-02-02,182,89,0.48351648351648351648
2016-02-01,95781088-245C-4262-BB58-FD332FDB44BF,Rural Health Care Leadership Conference 2016,2016-02-07,2016-02-10,780,474,0.59615384615384615385
2016-02-01,9CDC8AB9-9494-45AB-9B8D-9985D216DA95,SAP S-KOM EMEA,2016-02-03,2016-02-05,1231,956,0.77579203899268887084
2016-02-01,6ACADEE1-A747-4E1E-A9D0-E0F3A63C71F3,SeaWeb Seafood Summit,2016-02-01,2016-02-03,359,262,0.71866295264623955432
2016-02-01,A0D403D9-2FBD-49D5-9578-2457E95207BE,Skadden Summer,2016-02-04,2016-02-06,96,95,0.94791666666666666667
2016-02-01,E60DA27C-57A3-46D2-985C-08A4C3B7300C,SLC 2016 – San Diego 1,2016-02-01,2016-02-03,423,329,0.77777777777777777778
2016-02-01,62A297AB-6278-42B2-B993-1BD1B7D42855,SLC 2016 – San Diego 2,2016-02-03,2016-02-05,303,240,0.78877887788778877888
2016-02-01,C1A56323-7824-4F38-A791-0E1E0B27EA2F,SLM 2016,2016-02-03,2016-02-05,1,322,0.00000000000000000000
2016-02-01,62B026D9-2CBC-4C2E-B5F4-5D34094C92CF,Surgical Workflows and Infection Control NSM 2016,2016-02-01,2016-02-05,248,221,0.88306451612903225806
2016-02-01,D7437E31-2DAB-44E6-9F30-6A886E4F0921,The 2016 MAKERS Conference,2016-02-01,2016-02-03,488,177,0.36270491803278688525
2016-02-01,4FDF207F-B052-450C-991B-063B6A5A37F4,UKGI Year Start,2016-02-01,2016-02-03,607,548,0.90115321252059308072
2016-02-01,A3FA4699-448C-4B88-AEC6-85708FCFC761,ULI Europe Conference 2016,2016-02-02,2016-02-03,518,178,0.34169884169884169884
2016-02-01,52884BC5-8BC6-4BAA-B31A-79F6390BAC89,Wright National Sales Meeting App,2016-02-04,2016-02-07,607,564,0.92915980230642504119
2016-02-08,2D7EA6A2-5FFA-4F8D-B5DB-293524E6077D,15th Annual Petcoke Conference,2016-02-12,2016-02-13,259,95,0.36679536679536679537
2016-02-08,14A499E9-E849-4AF5-8BB4-34923E30D140,2016 AmeriQuest Symposium,2016-02-10,2016-02-12,256,204,0.79296875000000000000
2016-02-08,B72D475B-ACC7-417B-A230-89047C8E346E,2016 CURT National Conference,2016-02-08,2016-02-10,503,400,0.79522862823061630219
2016-02-08,06F21013-A0F9-4C03-A1C9-4797433867E0,2016 Fifth Third Securities Sales Conference,2016-02-11,2016-02-13,320,269,0.83437500000000000000
2016-02-08,84B7BD38-A5D1-47DE-94D4-3265684E2047,2016 GSF Partners' Meeting,2016-02-14,2016-02-16,144,150,0.93055555555555555556
2016-02-08,30407594-EB14-4F57-8950-A9936436AA41,2016 SA Summit -Digital Disruption,2016-02-09,2016-02-10,202,66,0.32178217821782178218
2016-02-08,309CE63A-C21F-46D5-9B78-93B03D573CCA,2016 UnitedHealthcare Q1 NAC,2016-02-10,2016-02-12,126,78,0.61904761904761904762
2016-02-08,337CAE09-60A2-4E3D-9A0B-741B1A80A6F9,ABA National Conference for Community Bankers,2016-02-14,2016-02-17,869,447,0.51438434982738780207
2016-02-08,9CD73694-6CBA-43F0-973C-5BC80DA30F66,AD Winter Meeting 2016,2016-02-09,2016-02-11,105,63,0.60000000000000000000
2016-02-08,F40C6F67-7F5E-499E-8A31-7452AE625343,AII Senior Delegates Roundtable 2016,2016-02-10,2016-02-12,146,114,0.77397260273972602740
2016-02-08,E8FE2A1C-8527-4E98-952E-E6636D3B901D,Anaplan Unleash16,2016-02-09,2016-02-12,624,561,0.89903846153846153846
2016-02-08,86E42E11-6B6D-4472-BAA4-CBCA70573550,BFS GLOBAL COUNTRY LEADS MEETING,2016-02-09,2016-02-11,73,51,0.65753424657534246575
2016-02-08,E0088F64-BC8F-44C5-9E00-ED83281AC84A,BOSTON 2016 ACDAEast,2016-02-10,2016-02-13,1069,915,0.85219831618334892423
2016-02-08,2BEE6822-140E-43BA-B5C3-51F5FDCDF050,CIT MENA/SSA 2016,2016-02-14,2016-02-17,516,340,0.65891472868217054264
2016-02-08,0031261E-2C89-497F-A836-32EB6B20988D,CRH Development Forum 2016,2016-02-09,2016-02-11,132,130,0.92424242424242424242
